#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Min-same	Min-diff	BioSample	Assembly	Computed types
Salmonella enterica	70685	"70685","70685.biosample","SRS899014"	Typhimurium	PDT000053775.2	2015-04-10T05:12:54Z	United Kingdom: North of England	human	clinical	0	12	SAMN03468424	GCA_011096805.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79094	"79094","79094.biosample","SRS899138"	Typhimurium	PDT000053796.2	2015-04-10T05:12:55Z	United Kingdom: Midlands and East of England	human	clinical	0	6	SAMN03468447	GCA_011562585.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	71589	"71589","71589.biosample","SRS899067"	Typhimurium	PDT000053868.2	2015-04-10T05:12:58Z	United Kingdom: North of England	human	clinical	4	35	SAMN03468519	GCA_010877125.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	66878	"66878","66878.biosample","SRS899133"	Typhimurium	PDT000053891.2	2015-04-10T05:12:59Z	United Kingdom: None	human	clinical	0	6	SAMN03468542	GCA_011096745.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	80359	"80359","80359.biosample","SRS899305"	Typhimurium	PDT000053971.2	2015-04-10T05:13:01Z	United Kingdom: Wales	human	clinical	1	13	SAMN03468647	GCA_011624945.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	74291	"74291","74291.biosample","SRS899242"	Typhimurium	PDT000053977.2	2015-04-10T05:13:01Z	United Kingdom: South of England	human	clinical	1	7	SAMN03468654	GCA_011097825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	78700	"78700","78700.biosample","SRS899419"	Typhimurium	PDT000054003.2	2015-04-10T05:13:03Z	United Kingdom: Midlands and East of England	human	clinical	7	8	SAMN03468719	GCA_011528165.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79100	"79100","79100.biosample","SRS899420"	Typhimurium	PDT000054004.2	2015-04-10T05:13:03Z	United Kingdom: None	food	environmental/other	4	1	SAMN03468720	GCA_011096845.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79021	"79021","79021.biosample","SRS899417"	Typhimurium	PDT000054006.2	2015-04-10T05:13:03Z	United Kingdom: South of England	human	clinical	8	11	SAMN03468722	GCA_011623405.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79075	"79075","79075.biosample","SRS899501"	Typhimurium	PDT000054029.2	2015-04-10T05:13:03Z	United Kingdom: Midlands and East of England	human	clinical	0	14	SAMN03468765	GCA_010922835.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	70680	"70680","70680.biosample","SRS899787"	Typhimurium	PDT000054061.2	2015-04-10T05:13:04Z	United Kingdom: South of England	human	clinical	1	8	SAMN03468917	GCA_011098305.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	70660	"70660","70660.biosample","SRS899789"	Typhimurium	PDT000054063.2	2015-04-10T05:13:04Z	United Kingdom: North of England	human	clinical	0	31	SAMN03468919	GCA_011639355.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	79015	"79015","79015.biosample","SRS899815"	Typhimurium	PDT000054091.2	2015-04-10T05:13:05Z	United Kingdom: Wales	human	clinical	0	7	SAMN03468947	GCA_011517625.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	74311	"74311","74311.biosample","SRS899839"	Typhimurium	PDT000054111.2	2015-04-10T05:13:06Z	United Kingdom: North of England	human	clinical	0	31	SAMN03468967	GCA_011526685.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	73569	"73569","73569.biosample","SRS899864"	Typhimurium	PDT000054122.2	2015-04-10T05:13:06Z	United Kingdom: North of England	human	clinical	3	9	SAMN03468978	GCA_011107535.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	71559	"71559","71559.biosample","SRS899859"	Typhimurium	PDT000054129.2	2015-04-10T05:13:06Z	United Kingdom: North of England	human	clinical	21	24	SAMN03468985	GCA_010988855.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	75756	"75756","75756.biosample","SRS899890"	Unnamed	PDT000054131.2	2015-04-10T05:13:06Z	United Kingdom: London	human	clinical	14	16	SAMN03468987	GCA_010643805.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	78603	"78603","78603.biosample","SRS899888"	culture	PDT000054133.2	2015-04-10T05:13:06Z	United Kingdom: North of England	human	clinical	0	31	SAMN03468989	GCA_010709915.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	43397	"43397","43397.biosample","SRS899893"	Typhimurium	PDT000054156.2	2015-04-10T05:13:07Z	United Kingdom: Midlands and East of England	human	clinical	1	2	SAMN03469013	GCA_011514655.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	69202	"69202","69202.biosample","SRS900344"	Typhimurium	PDT000054203.2	2015-04-10T05:13:08Z	United Kingdom: South of England	human	clinical	6	29	SAMN03469060	GCA_010938655.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79074	"79074","79074.biosample","SRS900388"	Typhimurium	PDT000054213.2	2015-04-10T05:13:09Z	United Kingdom: North of England	human	clinical	5	18	SAMN03469070	GCA_011625265.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79056	"79056","79056.biosample","SRS900384"	Typhimurium	PDT000054217.2	2015-04-10T05:13:09Z	United Kingdom: Midlands and East of England	human	clinical	0	14	SAMN03469074	GCA_011097605.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	69693	"69693","69693.biosample","SRS900396"	Typhimurium	PDT000054220.2	2015-04-10T05:13:09Z	United Kingdom: London	human	clinical	1	7	SAMN03469077	GCA_011625705.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	78966	"78966","78966.biosample","SRS900408"	Typhimurium	PDT000054235.2	2015-04-10T05:13:09Z	United Kingdom: Midlands and East of England	human	clinical	6	16	SAMN03469092	GCA_010907185.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	71590	"71590","71590.biosample","SRS900441"	Typhimurium	PDT000054275.2	2015-04-10T05:13:11Z	United Kingdom: North of England	human	clinical	2	33	SAMN03469132	GCA_011099445.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	71564	"71564","71564.biosample","SRS900463"	Typhimurium	PDT000054285.2	2015-04-10T05:13:11Z	United Kingdom: Midlands and East of England	human	clinical	0	11	SAMN03469142	GCA_011533065.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	78741	"78741","78741.biosample","SRS900456"	Typhimurium	PDT000054292.2	2015-04-10T05:13:12Z	United Kingdom: London	human	clinical	2	3	SAMN03469149	GCA_011625305.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	74292	"74292","74292.biosample","SRS900541"	Typhimurium	PDT000054365.2	2015-04-10T05:13:14Z	United Kingdom: Midlands and East of England	human	clinical	1	9	SAMN03469618	GCA_008034145.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	73637	"73637","73637.biosample","SRS900587"	Typhimurium	PDT000054425.2	2015-04-10T05:13:17Z	United Kingdom: North of England	human	clinical	0	31	SAMN03469680	GCA_008034705.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	69187	"69187","69187.biosample","SRS900607"	Typhimurium	PDT000054432.2	2015-04-10T05:13:17Z	United Kingdom: South of England	human	clinical	1	19	SAMN03469688	GCA_008034245.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	71553	"71553","71553.biosample","SRS900650"	Typhimurium	PDT000054477.2	2015-04-10T05:13:18Z	United Kingdom: North of England	human	clinical	1	32	SAMN03469735	GCA_008035895.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	75673	"75673","75673.biosample","SRS900712"	Typhimurium	PDT000054512.2	2015-04-10T05:13:19Z	United Kingdom: North of England	human	clinical	0	31	SAMN03469790	GCA_008036225.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	80333	"80333","80333.biosample","SRS900731"	Typhimurium	PDT000054526.2	2015-04-10T05:13:19Z	United Kingdom: Midlands and East of England	human	clinical	2	8	SAMN03469804	GCA_008036585.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79065	"79065","79065.biosample","SRS900770"	Typhimurium	PDT000054554.2	2015-04-10T05:13:20Z	United Kingdom: North of England	human	clinical	4	9	SAMN03469834	GCA_008035965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	69696	"69696","69696.biosample","SRS900857"	Typhimurium	PDT000054625.2	2015-04-10T05:13:21Z	United Kingdom: London	human	clinical	0	0	SAMN03469908	GCA_008037465.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79059	"79059","79059.biosample","SRS900883"	Typhimurium	PDT000054655.2	2015-04-10T05:13:22Z	United Kingdom: North of England	human	clinical	2	3	SAMN03469943	GCA_008048645.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	79096	"79096","79096.biosample","SRS900905"	Typhimurium	PDT000054678.2	2015-04-10T05:13:23Z	United Kingdom: Midlands and East of England	human	clinical	1	7	SAMN03469967	GCA_008049175.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	74321	"74321","74321.biosample","SRS900926"	Typhimurium	PDT000054706.2	2015-04-10T05:13:23Z	United Kingdom: Midlands and East of England	human	clinical	1	7	SAMN03469996	GCA_008049455.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	95014	"95014","95014.biosample","SRS901756"	Typhimurium	PDT000054809.2	2015-04-12T05:15:17Z	United Kingdom: South of England	human	clinical	16	16	SAMN03473988	GCA_008050255.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	37017	"37017","37017.biosample","SRS901890"	Typhimurium	PDT000054816.2	2015-04-12T05:15:17Z	United Kingdom: South of England	human	clinical	1	10	SAMN03473995	GCA_008050315.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	93518	"93518","93518.biosample","SRS901808"	Typhimurium	PDT000054840.2	2015-04-12T05:15:18Z	United Kingdom: Midlands and East of England	human	clinical	0	6	SAMN03474019	GCA_008050415.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	5897	"5897","5897.biosample","SRS901795"	Typhimurium	PDT000054852.2	2015-04-12T05:15:19Z	United Kingdom: South of England	human	clinical	0	18	SAMN03474031	GCA_008050475.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	63612	"63612","63612.biosample","SRS901843"	Typhimurium	PDT000054898.2	2015-04-12T05:15:21Z	United Kingdom: London	human	clinical	0	6	SAMN03475136	GCA_008050955.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	94255	"94255","94255.biosample","SRS902041"	Typhimurium	PDT000054936.2	2015-04-12T05:15:22Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03475370	GCA_010122725.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	75996	"75996","75996.biosample","SRS901937"	Typhimurium	PDT000055018.2	2015-04-12T05:15:26Z	United Kingdom: North of England	human	clinical	3	3	SAMN03475452	GCA_008052895.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	36988	"36988","36988.biosample","SRS902128"	Typhimurium	PDT000055047.2	2015-04-12T05:15:27Z	United Kingdom: Midlands and East of England	human	clinical	5	11	SAMN03475481	GCA_008053275.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	65016	"65016","65016.biosample","SRS901975"	Typhimurium	PDT000055082.2	2015-04-12T05:15:28Z	United Kingdom: Midlands and East of England	human	clinical	0	6	SAMN03475516	GCA_008053575.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	5352	"5352","5352.biosample","SRS902142"	Typhimurium	PDT000055084.2	2015-04-12T05:15:29Z	United Kingdom: South of England	human	clinical	4	5	SAMN03475518	GCA_008053715.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	56119	"56119","56119.biosample","SRS901995"	Typhimurium	PDT000055106.2	2015-04-12T05:15:29Z	United Kingdom: Midlands and East of England	human	clinical	0	7	SAMN03475540	GCA_008053915.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	65039	"65039","65039.biosample","SRS902167"	Typhimurium	PDT000055109.2	2015-04-12T05:15:30Z	United Kingdom: South of England	human	clinical	2	12	SAMN03475543	GCA_008051975.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	38402	"38402","38402.biosample","SRS902035"	Typhimurium	PDT000055149.2	2015-04-12T05:15:31Z	United Kingdom: Midlands and East of England	human	clinical	0	7	SAMN03475583	GCA_008054155.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	68677	"68677","68677.biosample","SRS902216"	Typhimurium	PDT000055156.2	2015-04-12T05:15:31Z	United Kingdom: Midlands and East of England	human	clinical	0	6	SAMN03475590	GCA_008054335.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	5367	"5367","5367.biosample","SRS902229"	Typhimurium	PDT000055162.2	2015-04-12T05:15:32Z	United Kingdom: South of England	human	clinical	18	24	SAMN03475596	GCA_008054395.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	6439	"6439","6439.biosample","SRS902228"	Unnamed	PDT000055163.2	2015-04-12T05:15:32Z	United Kingdom: London	human	clinical	8	15	SAMN03475597		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	63009	"63009","63009.biosample","SRS902274"	Typhimurium	PDT000055300.2	2015-04-12T05:15:38Z	United Kingdom: Wales	human	clinical	0	0	SAMN03475740	GCA_008055275.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	91260	"91260","91260.biosample","SRS902280"	Typhimurium	PDT000055307.2	2015-04-12T05:15:38Z	United Kingdom: South of England	human	clinical	0	6	SAMN03475747	GCA_008055605.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	63010	"63010","63010.biosample","SRS902479"	Typhimurium	PDT000055331.2	2015-04-12T05:15:40Z	United Kingdom: South of England	human	clinical	0	6	SAMN03475771	GCA_008056235.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	63576	"63576","63576.biosample","SRS902398"	Typhimurium	PDT000055404.2	2015-04-12T05:15:43Z	United Kingdom: London	human	clinical	0	6	SAMN03475869	GCA_008056695.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	57128	"57128","57128.biosample","SRS902406"	Typhimurium	PDT000055407.2	2015-04-12T05:15:43Z	United Kingdom: South of England	human	clinical	1	10	SAMN03475872	GCA_008056675.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	69916	"69916","69916.biosample","SRS902434"	Typhimurium	PDT000055435.2	2015-04-12T05:15:44Z	United Kingdom: South of England	human	clinical	1	5	SAMN03475900	GCA_008057655.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	93517	"93517","93517.biosample","SRS902459"	Typhimurium	PDT000055451.2	2015-04-12T05:15:45Z	United Kingdom: London	human	clinical	0	6	SAMN03475916	GCA_008056855.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	41978	"41978","41978.biosample","SRS902482"	Typhimurium	PDT000055461.2	2015-04-12T05:15:45Z	United Kingdom: London	human	clinical	4	10	SAMN03475926	GCA_008057825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	97857	"97857","97857.biosample","SRS902486"	Typhimurium	PDT000055465.2	2015-04-12T05:15:45Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03475930	GCA_008058115.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	93513	"93513","93513.biosample","SRS902509"	Typhimurium	PDT000055487.2	2015-04-12T05:15:46Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03475952	GCA_008058015.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	45596	"45596","45596.biosample","SRS902563"	Typhimurium	PDT000055525.2	2015-04-12T05:15:48Z	United Kingdom: North of England	human	clinical	1	17	SAMN03475990	GCA_008059095.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	68682	"68682","68682.biosample","SRS902640"	Typhimurium	PDT000055554.2	2015-04-12T05:15:49Z	United Kingdom: North of England	human	clinical	1	15	SAMN03476019	GCA_008059295.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	31957	"31957","31957.biosample","SRS902647"	Typhimurium	PDT000055567.2	2015-04-12T05:15:50Z	United Kingdom: North of England	human	clinical	1	4	SAMN03476032	GCA_008058765.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	94081	"94081","94081.biosample","SRS902646"	Typhimurium	PDT000055568.2	2015-04-12T05:15:50Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03476033	GCA_008058665.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	37792	"37792","37792.biosample","SRS902610"	Typhimurium	PDT000055591.2	2015-04-12T05:15:51Z	United Kingdom: South of England	human	clinical	1	3	SAMN03476056	GCA_008059535.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	14919	"14919","14919.biosample","SRS902599"	Typhimurium	PDT000055597.2	2015-04-12T05:15:51Z	United Kingdom: None	food	environmental/other	19	23	SAMN03476062	GCA_008059595.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	96946	"96946","96946.biosample","SRS902676"	Typhimurium	PDT000055665.2	2015-04-12T05:15:54Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03476131	GCA_008060055.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	96941	"96941","96941.biosample","SRS902705"	Typhimurium	PDT000055712.2	2015-04-12T05:15:56Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03476185	GCA_008060495.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	95057	"95057","95057.biosample","SRS902745"	Typhimurium	PDT000055761.2	2015-04-12T05:15:57Z	United Kingdom: Midlands and East of England	human	clinical	1	1	SAMN03476234	GCA_008060975.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	97859	"97859","97859.biosample","SRS902927"	Typhimurium	PDT000055767.2	2015-04-12T05:15:57Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03476240	GCA_008061255.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	95055	"95055","95055.biosample","SRS902764"	Typhimurium	PDT000055791.2	2015-04-12T05:15:58Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03476264	GCA_008061735.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	3789	"3789","3789.biosample","SRS902763"	Typhimurium	PDT000055792.2	2015-04-12T05:15:58Z	United Kingdom: Wales	human	clinical	7	20	SAMN03476265	GCA_008061775.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	98236	"98236","98236.biosample","SRS902762"	Typhimurium	PDT000055796.2	2015-04-12T05:15:58Z	United Kingdom: Midlands and East of England	human	clinical	0	0	SAMN03476269	GCA_008061695.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	63696	"63696","63696.biosample","SRS902761"	Typhimurium	PDT000055798.2	2015-04-12T05:15:58Z	United Kingdom: South of England	human	clinical	2	32	SAMN03476271	GCA_008061835.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	68676	"68676","68676.biosample","SRS902755"	Typhimurium	PDT000055800.2	2015-04-12T05:15:58Z	United Kingdom: Midlands and East of England	human	clinical	0	6	SAMN03476273	GCA_008061975.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	61907	"61907","61907.biosample","SRS902774"	Typhimurium	PDT000055807.2	2015-04-12T05:15:59Z	United Kingdom: Midlands and East of England	human	clinical	12	24	SAMN03476280	GCA_008061995.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	68660	"68660","68660.biosample","SRS902812"	Hadar	PDT000055845.2	2015-04-12T05:16:00Z	United Kingdom: North of England	human	clinical	1	16	SAMN03476318	GCA_010663625.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
